City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Tomatlan,MX,2021-05-30 05:38:06,19.9333,-105.25,72.03,76,88,2.59
297,Sovetskiy,RU,2021-05-30 05:38:06,61.3614,63.5842,62.62,80,95,5.86
298,Pilar,BR,2021-05-30 05:36:40,-9.5972,-35.9567,71.53,94,78,0.13
299,Sibu,MY,2021-05-30 05:38:07,2.3,111.8167,89.91,62,40,1.59
300,Namatanai,PG,2021-05-30 05:38:07,-3.6667,152.4333,83.1,75,57,6.98
301,Moree,AU,2021-05-30 05:38:07,-29.4667,149.85,68.02,32,100,6.91
302,Labuan,MY,2021-05-30 05:38:07,5.2767,115.2417,89.76,74,20,3.44
303,Leeston,NZ,2021-05-30 05:38:08,-43.7667,172.3,52.54,96,100,26.24
304,Iqaluit,CA,2021-05-30 05:38:08,63.7506,-68.5145,24.53,22,90,5.75
305,Hornepayne,CA,2021-05-30 05:38:08,49.2138,-84.7705,41.56,49,7,5.68
306,Forssa,FI,2021-05-30 05:38:08,60.8146,23.6215,51.98,50,20,3.58
307,Erzin,TR,2021-05-30 05:38:09,36.9559,36.2,77.52,65,37,4.27
308,Kuopio,FI,2021-05-30 05:38:09,62.8924,27.677,44.55,53,0,1.21
309,Upata,VE,2021-05-30 05:38:09,8.0086,-62.3989,71.46,95,98,5.46
310,Okhotsk,RU,2021-05-30 05:38:09,59.3833,143.3,40.84,83,100,7.25
311,Calamar,CO,2021-05-30 05:38:10,10.2511,-74.9146,78.75,93,100,4.03
312,Urumqi,CN,2021-05-30 05:38:10,43.801,87.6005,79.75,21,0,13.51
313,Bilibino,RU,2021-05-30 05:38:10,68.0546,166.4372,57.65,31,99,2.51
314,Rocha,UY,2021-05-30 05:38:10,-34.4833,-54.3333,43.32,61,66,10.6
315,Arman,RU,2021-05-30 05:38:11,59.7,150.1667,40.08,85,100,6.44
316,Cabo San Lucas,MX,2021-05-30 05:38:11,22.8909,-109.9124,86.81,64,79,16.55
317,Campbell River,CA,2021-05-30 05:36:05,50.0163,-125.2446,56.73,69,96,1.74
318,Tefe,BR,2021-05-30 05:36:49,-3.3542,-64.7114,74.37,96,98,1.41
319,Svetlogorsk,BY,2021-05-30 05:38:11,52.6333,29.7333,53.76,88,100,12.35
320,Sibolga,ID,2021-05-30 05:34:42,1.7427,98.7792,86.45,65,66,6.13
321,San Cristobal,VE,2021-05-30 05:38:12,7.7669,-72.225,65.21,95,99,1.43
322,Ebolowa,CM,2021-05-30 05:38:12,2.9,11.15,69.58,97,44,0.69
323,Cayenne,GF,2021-05-30 05:38:12,4.9333,-52.3333,77.04,90,90,3.0
324,Chaman,PK,2021-05-30 05:38:12,30.9236,66.4512,90.81,9,0,6.96
325,Korla,CN,2021-05-30 05:38:13,41.7597,86.1469,86.04,16,41,11.27
326,San Quintin,MX,2021-05-30 05:38:13,30.4833,-115.95,58.44,83,33,16.67
327,Vermilion,US,2021-05-30 05:38:13,40.1667,-87.7506,48.79,77,1,5.68
328,Mackay,AU,2021-05-30 05:38:13,-21.15,149.2,74.68,73,90,19.57
329,Manjacaze,MZ,2021-05-30 05:38:14,-24.7117,33.8828,66.81,80,3,3.24
330,Sorata,BO,2021-05-30 05:38:14,-15.7667,-68.6333,45.05,84,98,2.1
331,Tautira,PF,2021-05-30 05:38:14,-17.7333,-149.15,77.02,72,53,13.38
332,Srednekolymsk,RU,2021-05-30 05:38:14,67.45,153.6833,63.75,27,46,13.67
333,Comodoro Rivadavia,AR,2021-05-30 05:38:15,-45.8667,-67.5,37.26,60,0,8.05
334,Ayan,RU,2021-05-30 05:38:15,56.45,138.1667,36.39,97,100,10.94
335,Sept-Iles,CA,2021-05-30 05:38:15,50.2001,-66.3821,28.92,100,1,2.3
336,Morvi,IN,2021-05-30 05:38:15,22.8167,70.8333,97.05,30,99,14.16
337,Hammerfest,NO,2021-05-30 05:38:16,70.6634,23.6821,39.65,87,90,23.02
338,Bama,NG,2021-05-30 05:38:16,11.5221,13.6856,83.43,43,14,5.82
339,Vestmanna,FO,2021-05-30 05:38:16,62.1564,-7.1664,43.72,100,90,10.31
340,Cap Malheureux,MU,2021-05-30 05:38:16,-19.9842,57.6142,80.47,72,30,8.99
341,Yeniseysk,RU,2021-05-30 05:38:17,58.4497,92.1703,54.5,33,66,7.56
342,Haines Junction,CA,2021-05-30 05:38:17,60.7522,-137.5108,46.35,53,100,10.36
343,Omboue,GA,2021-05-30 05:38:17,-1.5746,9.2618,75.83,93,96,6.31
344,Tuatapere,NZ,2021-05-30 05:38:17,-46.1333,167.6833,49.82,94,100,8.43
345,Beira,MZ,2021-05-30 05:38:18,-19.8436,34.8389,64.49,88,20,5.48
346,Banda Aceh,ID,2021-05-30 05:38:18,5.5577,95.3222,86.68,65,100,14.9
347,Ngunguru,NZ,2021-05-30 05:38:18,-35.6167,174.5,50.16,83,100,10.67
348,Pachino,IT,2021-05-30 05:38:18,36.7186,15.0907,71.64,62,4,4.07
349,Islamkot,PK,2021-05-30 05:38:19,24.6997,70.177,98.11,39,46,20.47
350,Alanya,TR,2021-05-30 05:38:19,36.5438,31.9998,71.73,70,0,6.73
351,Teguise,ES,2021-05-30 05:38:19,29.0605,-13.564,62.82,82,20,15.08
352,Mumford,GH,2021-05-30 05:38:19,5.2618,-0.759,80.15,85,46,6.49
353,Fare,PF,2021-05-30 05:35:44,-16.7,-151.0167,80.64,71,72,11.72
354,Kosa,RU,2021-05-30 05:38:20,59.9445,54.9977,44.53,84,87,11.3
355,Kodinsk,RU,2021-05-30 05:38:20,58.6881,99.1844,41.58,80,100,6.55
356,Magadan,RU,2021-05-30 05:38:20,59.5667,150.8,38.7,88,100,9.48
357,Darhan,MN,2021-05-30 05:38:20,49.4867,105.9228,51.82,54,99,12.44
358,Los Llanos De Aridane,ES,2021-05-30 05:38:20,28.6585,-17.9182,64.15,87,90,16.31
359,Pokosnoye,RU,2021-05-30 05:38:21,55.5258,101.0536,42.39,55,91,10.6
360,Savannakhet,LA,2021-05-30 05:38:21,16.566,104.751,91.42,58,40,4.61
361,Moerai,PF,2021-05-30 05:38:21,-22.4333,-151.3333,74.44,65,68,14.74
362,Ewo,CG,2021-05-30 05:38:21,-0.8725,14.8206,76.33,81,78,0.85
363,Bowen,AU,2021-05-30 05:36:50,-20.0167,148.2333,73.62,68,27,18.68
364,Kulhudhuffushi,MV,2021-05-30 05:38:22,6.6221,73.07,83.35,71,68,19.66
365,Augusto Correa,BR,2021-05-30 05:38:22,-1.0217,-46.635,73.27,96,23,2.89
366,Dapaong,TG,2021-05-30 05:38:22,10.8639,0.205,82.9,53,28,7.85
367,Bagdarin,RU,2021-05-30 05:38:22,54.4333,113.6,54.84,30,87,10.71
368,Kenora,CA,2021-05-30 05:38:23,49.8167,-94.4337,56.59,76,75,17.27
369,Gonaives,HT,2021-05-30 05:38:23,19.45,-72.6833,77.59,75,0,3.71
370,Puerto Del Rosario,ES,2021-05-30 05:35:35,28.5004,-13.8627,65.95,82,20,16.11
371,Walvis Bay,NA,2021-05-30 05:38:23,-22.9575,14.5053,47.35,93,33,1.77
372,Finnsnes,NO,2021-05-30 05:38:23,69.2296,17.9811,47.01,76,99,5.37
373,Sistranda,NO,2021-05-30 05:38:24,63.7256,8.834,49.96,82,11,4.68
374,Durant,US,2021-05-30 05:38:24,33.994,-96.3708,67.51,79,90,4.61
375,Nongpoh,IN,2021-05-30 05:38:24,25.9,91.8833,86.38,49,33,5.77
376,Bataipora,BR,2021-05-30 05:38:24,-22.2953,-53.2711,73.2,53,96,3.02
377,Kavieng,PG,2021-05-30 05:38:25,-2.5744,150.7967,84.11,75,87,11.61
378,Shelburne,CA,2021-05-30 05:38:25,44.0787,-80.2041,44.49,62,0,0.78
379,Ribeira Grande,PT,2021-05-30 05:38:25,38.5167,-28.7,63.95,76,100,6.35
380,Asau,RO,2021-05-30 05:38:25,46.4333,26.4,60.4,91,100,2.28
381,Paramonga,PE,2021-05-30 05:38:26,-10.6667,-77.8333,64.42,92,82,6.26
382,Troitskoye,RU,2021-05-30 05:38:26,52.9821,84.6757,64.63,42,83,4.97
383,Gornopravdinsk,RU,2021-05-30 05:38:26,60.05,69.9,78.76,35,73,11.99
384,Zharkent,KZ,2021-05-30 05:38:26,44.1628,80.0,83.61,30,5,4.38
385,Puerto Triunfo,CO,2021-05-30 05:38:27,5.8726,-74.6403,71.55,98,87,0.36
386,Areosa,PT,2021-05-30 05:38:27,41.7178,-8.8571,63.32,90,100,2.53
387,Nainpur,IN,2021-05-30 05:38:27,22.4333,80.1167,102.69,24,55,9.8
388,Cabedelo,BR,2021-05-30 05:38:27,-6.9811,-34.8339,74.07,86,29,10.74
389,Axim,GH,2021-05-30 05:38:27,4.8699,-2.2405,78.91,86,73,6.08
390,Whitehorse,CA,2021-05-30 05:38:28,60.7161,-135.0538,49.01,52,75,15.99
391,Nizhniy Kuranakh,RU,2021-05-30 05:38:28,58.8353,125.4869,68.16,33,61,3.38
392,Santa Marta,CO,2021-05-30 05:34:46,11.2408,-74.199,82.98,76,100,5.66
393,Shetpe,KZ,2021-05-30 05:38:28,44.1667,52.1167,83.89,28,9,7.4
394,Creel,MX,2021-05-30 05:38:28,27.75,-107.6333,48.85,42,50,2.15
395,Baruun-Urt,MN,2021-05-30 05:38:29,46.6806,113.2792,60.94,34,64,6.78
396,Lisakovsk,KZ,2021-05-30 05:38:29,52.5369,62.4936,83.44,26,37,10.78
397,Caravelas,BR,2021-05-30 05:38:29,-17.7125,-39.2481,72.41,94,10,5.53
398,Rawson,AR,2021-05-30 05:38:29,-43.3002,-65.1023,41.16,53,0,9.26
399,Hamilton,US,2021-05-30 05:34:03,39.1834,-84.5333,50.04,78,1,1.99
400,Marsh Harbour,BS,2021-05-30 05:38:30,26.5412,-77.0636,77.4,78,1,15.05
401,Akyab,MM,2021-05-30 05:38:30,20.15,92.9,86.34,71,97,8.95
402,Campbellton,CA,2021-05-30 05:38:30,48.0075,-66.6727,36.05,91,28,1.81
403,Ust-Kuyga,RU,2021-05-30 05:38:31,70.0167,135.6,63.95,26,94,18.28
404,Ulladulla,AU,2021-05-30 05:38:31,-35.35,150.4667,59.9,61,63,8.9
405,Treinta Y Tres,UY,2021-05-30 05:38:31,-33.2333,-54.3833,37.56,65,44,8.57
406,Anaimalai,IN,2021-05-30 05:38:31,10.5833,76.9333,89.37,51,56,13.4
407,Uruzgan,AF,2021-05-30 05:38:31,32.8333,66.0,84.9,15,0,2.89
408,Siavonga,ZM,2021-05-30 05:38:32,-16.5382,28.7088,65.53,46,0,0.49
409,Bonavista,CA,2021-05-30 05:38:32,48.6499,-53.1147,43.12,86,97,12.15
410,Voyinka,UA,2021-05-30 05:38:32,45.8699,33.9914,65.44,72,31,12.21
411,Jiancheng,CN,2021-05-30 05:38:32,30.391,104.5491,85.98,54,100,5.99
412,Vila,PT,2021-05-30 05:38:33,42.0304,-8.1588,52.34,89,98,3.8
413,Kalangala,UG,2021-05-30 05:38:33,-0.3089,32.225,70.95,62,79,5.68
414,Unai,BR,2021-05-30 05:38:33,-16.3575,-46.9061,68.23,62,30,1.3
415,Ayia Galini,GR,2021-05-30 05:38:33,35.1,24.6833,71.74,53,51,2.89
416,Baculin,PH,2021-05-30 05:38:34,7.4525,126.5842,77.41,91,100,3.89
417,Malanje,AO,2021-05-30 05:38:34,-9.5402,16.341,57.49,57,17,5.06
418,Bambous Virieux,MU,2021-05-30 05:38:34,-20.3428,57.7575,80.22,78,40,9.44
419,Nazca,PE,2021-05-30 05:38:34,-14.8333,-74.95,64.89,75,90,2.73
420,Port Lincoln,AU,2021-05-30 05:34:52,-34.7333,135.8667,61.05,41,43,10.36
421,Alice Springs,AU,2021-05-30 05:38:35,-23.7,133.8833,65.75,26,69,9.8
422,The Pas,CA,2021-05-30 05:38:35,53.8251,-101.2541,46.42,76,90,10.87
423,Rio Verde De Mato Grosso,BR,2021-05-30 05:38:35,-18.9181,-54.8442,71.64,59,96,4.63
424,Klamath Falls,US,2021-05-30 05:38:36,42.2249,-121.7817,62.51,39,1,0.0
425,Maryville,US,2021-05-30 05:38:36,35.7565,-83.9705,55.11,88,90,5.75
426,Bugiri,UG,2021-05-30 05:38:36,0.5714,33.7417,69.24,80,94,3.2
427,Sangar,RU,2021-05-30 05:38:36,63.9242,127.4739,49.8,82,99,9.98
428,Miri,MY,2021-05-30 05:38:37,4.4148,114.0089,87.94,70,40,6.71
429,Timizart,DZ,2021-05-30 05:38:37,36.8,4.2667,64.42,69,97,1.79
430,Lincoln,US,2021-05-30 05:34:57,40.8,-96.667,56.28,81,1,1.01
431,Coquimbo,CL,2021-05-30 05:35:44,-29.9533,-71.3436,51.53,100,20,6.33
432,Gat,IL,2021-05-30 05:34:02,31.61,34.7642,72.91,100,2,1.23
433,Kamenka,RU,2021-05-30 05:38:37,51.3223,42.7678,71.01,69,88,5.97
434,Indian Head,US,2021-05-30 05:38:37,38.6001,-77.1622,52.56,88,90,5.99
435,Nishihara,JP,2021-05-30 05:38:38,26.1842,127.7558,74.86,94,90,13.53
436,Ahipara,NZ,2021-05-30 05:38:38,-35.1667,173.1667,55.99,72,82,14.52
437,Kerema,PG,2021-05-30 05:38:38,-7.9631,145.7785,80.13,79,92,6.24
438,Zaraza,VE,2021-05-30 05:38:38,9.3503,-65.3245,74.12,86,44,4.36
439,Sorland,NO,2021-05-30 05:38:39,67.667,12.6934,44.82,85,100,11.86
440,Sorong,ID,2021-05-30 05:38:39,-0.8833,131.25,81.9,86,96,16.53
441,Ponta Delgada,PT,2021-05-30 05:36:48,37.7333,-25.6667,61.52,82,40,6.91
442,Port Said,EG,2021-05-30 05:38:39,31.2565,32.2841,73.38,83,0,5.75
443,Beringovskiy,RU,2021-05-30 05:38:39,63.05,179.3167,35.17,75,10,8.03
444,Xichang,CN,2021-05-30 05:38:40,27.8964,102.2634,68.13,66,100,1.74
445,Hasaki,JP,2021-05-30 05:38:40,35.7333,140.8333,75.6,68,100,16.58
446,Bayan,CN,2021-05-30 05:38:40,46.0833,127.4,74.44,30,95,7.49
447,Vanimo,PG,2021-05-30 05:38:40,-2.6741,141.3028,82.27,84,97,7.05
448,Hoa Binh,VN,2021-05-30 05:38:41,20.8133,105.3383,94.89,38,100,2.17
449,Karla,EE,2021-05-30 05:38:41,59.3723,24.9275,55.06,66,0,4.61
450,Eyrarbakki,IS,2021-05-30 05:38:41,63.863,-21.1481,48.25,94,100,31.21
451,Daru,PG,2021-05-30 05:38:41,-9.0763,143.2092,80.4,74,81,11.63
452,Chernyshevskiy,RU,2021-05-30 05:38:42,63.0128,112.4714,64.67,42,87,9.4
453,Khor,RU,2021-05-30 05:38:42,47.8861,134.9464,58.93,63,100,6.78
454,Paratinga,BR,2021-05-30 05:38:42,-12.6906,-43.1842,66.74,60,70,2.71
455,Sakakah,SA,2021-05-30 05:38:42,29.9697,40.2064,83.77,13,69,8.59
456,Mocuba,MZ,2021-05-30 05:38:43,-16.8392,36.9856,69.35,62,0,4.03
457,Oranjestad,AW,2021-05-30 05:38:43,12.524,-70.027,80.55,80,20,4.0
458,Laguna,US,2021-05-30 05:38:43,38.421,-121.4238,70.45,73,1,3.0
459,Safaga,EG,2021-05-30 05:38:43,26.7292,33.9365,84.15,38,100,16.8
460,Hanmer Springs,NZ,2021-05-30 05:38:44,-42.5167,172.8167,44.55,95,100,3.4
461,Koppa,IN,2021-05-30 05:38:44,13.5304,75.3633,81.81,60,67,7.81
462,Russell,US,2021-05-30 05:38:44,32.3502,-85.1999,63.68,81,1,7.05
463,Sabha,LY,2021-05-30 05:36:43,27.0377,14.4283,90.32,11,2,9.37
464,Mareeba,AU,2021-05-30 05:38:44,-17.0,145.4333,72.48,75,82,6.26
465,Valparaiso,CL,2021-05-30 05:36:43,-33.0393,-71.6273,49.12,73,100,11.88
466,Red Bluff,US,2021-05-30 05:38:45,40.1785,-122.2358,81.28,44,1,9.22
467,Petropavlovsk-Kamchatskiy,RU,2021-05-30 05:37:01,53.0452,158.6483,46.99,71,20,8.1
468,Zyryanka,RU,2021-05-30 05:38:45,65.75,150.85,65.07,32,7,18.37
469,Venado,MX,2021-05-30 05:38:45,22.9333,-101.0833,67.12,78,83,9.22
470,Yulara,AU,2021-05-30 05:38:45,-25.2406,130.9889,67.84,28,89,10.36
471,Vypolzovo,RU,2021-05-30 05:38:46,57.8767,33.6986,47.5,51,4,8.52
472,Najran,SA,2021-05-30 05:38:46,17.4924,44.1277,86.65,12,2,7.38
473,Andenes,NO,2021-05-30 05:38:46,69.3143,16.1194,48.07,93,90,13.8
474,Ewa Beach,US,2021-05-30 05:38:46,21.3156,-158.0072,80.55,70,1,8.01
475,Grand Gaube,MU,2021-05-30 05:38:47,-20.0064,57.6608,80.38,72,34,8.99
476,Kaeo,NZ,2021-05-30 05:38:47,-35.1,173.7833,50.32,90,86,9.6
477,Ozerne,UA,2021-05-30 05:38:47,50.1782,28.7338,55.89,83,98,4.74
478,Olafsvik,IS,2021-05-30 05:38:47,64.8945,-23.7142,45.36,95,100,18.19
479,Alekseyevsk,RU,2021-05-30 05:38:48,57.8406,108.3492,49.96,39,100,6.89
480,San Carlos De Bariloche,AR,2021-05-30 05:35:18,-41.1456,-71.3082,42.55,75,40,9.13
481,Azovskaya,RU,2021-05-30 05:38:48,44.7908,38.6264,70.56,88,79,12.53
482,Ushtobe,KZ,2021-05-30 05:38:48,45.2514,77.9838,83.52,19,28,13.91
483,Poum,NC,2021-05-30 05:38:48,-20.2333,164.0167,71.73,59,77,14.63
484,Camacha,PT,2021-05-30 05:38:49,33.0833,-16.3333,63.54,88,75,11.5
485,Grand-Lahou,CI,2021-05-30 05:38:49,5.1367,-5.0242,79.65,87,99,7.25
486,Bahia Honda,CU,2021-05-30 05:38:49,22.9036,-83.1592,74.64,83,41,3.76
487,Cordoba,AR,2021-05-30 05:35:37,-31.4135,-64.1811,52.75,49,0,4.0
488,Khash,IR,2021-05-30 05:38:49,28.2211,61.2158,89.82,9,0,2.08
489,Victoriaville,CA,2021-05-30 05:37:49,46.0501,-71.9658,46.8,62,0,6.33
490,Nelson Bay,AU,2021-05-30 05:38:50,-32.7167,152.15,63.0,92,90,1.99
491,Makinsk,KZ,2021-05-30 05:38:50,52.6292,70.4169,76.75,27,39,12.5
492,Ancud,CL,2021-05-30 05:38:50,-41.8697,-73.8203,52.23,91,100,11.54
493,Antanifotsy,MG,2021-05-30 05:38:50,-19.65,47.3167,63.21,63,2,2.17
494,Jatai,BR,2021-05-30 05:38:51,-17.8814,-51.7144,66.79,66,80,2.8
495,Ekhabi,RU,2021-05-30 05:38:51,53.5102,142.9671,41.0,74,99,13.94
496,Deer Lake,CA,2021-05-30 05:38:51,49.1667,-57.4316,39.06,75,1,8.05
497,Saint-Joseph,RE,2021-05-30 05:38:51,-21.3667,55.6167,79.16,69,0,7.63
498,Khandyga,RU,2021-05-30 05:38:52,62.6667,135.6,58.1,69,100,7.2
499,Dudinka,RU,2021-05-30 05:38:52,69.4058,86.1778,31.91,90,18,13.31
500,Boguchany,RU,2021-05-30 05:38:52,58.3814,97.4531,42.08,75,100,8.28
501,Olhao,PT,2021-05-30 05:38:52,37.0286,-7.8411,66.09,77,0,6.53
502,Groningen,NL,2021-05-30 05:38:53,53.25,6.75,51.04,84,40,1.01
503,Waitara,NZ,2021-05-30 05:38:53,-38.925,174.25,53.73,69,26,6.8
504,Letlhakane,BW,2021-05-30 05:35:55,-21.4167,25.5833,57.51,30,0,7.47
505,Lev Tolstoy,RU,2021-05-30 05:38:53,53.2134,39.446,51.01,96,100,15.05
506,Yingcheng,CN,2021-05-30 05:38:53,30.95,113.55,84.25,56,78,7.76
507,San Juan Cotzal,GT,2021-05-30 05:38:54,15.4342,-91.0342,62.96,93,97,1.63
508,Humberto De Campos,BR,2021-05-30 05:38:54,-2.5983,-43.4611,74.64,93,67,3.71
509,Maniitsoq,GL,2021-05-30 05:38:54,65.4167,-52.9,35.13,85,10,5.08
510,Teahupoo,PF,2021-05-30 05:38:54,-17.8333,-149.2667,71.56,75,56,15.52
511,Jizan,SA,2021-05-30 05:38:55,17.3333,42.6667,94.14,24,18,6.76
512,Dunedin,NZ,2021-05-30 05:38:55,-45.8742,170.5036,51.8,96,100,13.53
513,Kendari,ID,2021-05-30 05:38:55,-3.945,122.4989,82.45,75,87,4.59
514,Nushki,PK,2021-05-30 05:38:55,29.5542,66.0215,94.66,9,0,8.93
515,Marquette,US,2021-05-30 05:38:56,46.5333,-87.6335,42.78,65,40,7.18
516,Vryburg,ZA,2021-05-30 05:38:56,-26.9566,24.7284,45.23,52,84,5.5
517,Bonthe,SL,2021-05-30 05:38:56,7.5264,-12.505,79.83,84,98,3.2
518,Zemio,CF,2021-05-30 05:38:56,5.0314,25.1361,76.71,72,46,3.76
519,Kawalu,ID,2021-05-30 05:38:56,-7.3817,108.2082,86.38,59,56,4.38
520,Sindou,BF,2021-05-30 05:38:57,10.6667,-5.1667,79.23,61,91,4.9
521,Ketchikan,US,2021-05-30 05:34:52,55.3422,-131.6461,50.47,81,90,8.05
