City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description,Date
205,Ranong,9.9658,98.6348,80.19,87,100,9.22,TH,moderate rain,2021-06-06 15:46:54
206,Dalvik,65.9702,-18.5286,58.93,75,95,7.61,IS,overcast clouds,2021-06-06 15:46:54
207,Pevek,69.7008,170.3133,45.93,78,28,11.34,RU,scattered clouds,2021-06-06 15:46:54
208,Sao Joao Da Barra,-21.6403,-41.0511,84.29,72,5,12.97,BR,clear sky,2021-06-06 15:43:45
209,Hobyo,5.3505,48.5268,79.88,81,38,27.49,SO,scattered clouds,2021-06-06 15:46:55
210,Praia Da Vitoria,38.7333,-27.0667,73.65,60,40,2.68,PT,scattered clouds,2021-06-06 15:46:55
211,Mbanza-Ngungu,-5.25,14.8667,81.32,56,31,4.36,CD,scattered clouds,2021-06-06 15:46:55
212,Buala,-8.145,159.5921,80.02,82,5,7.05,SB,light rain,2021-06-06 15:46:55
213,Diego De Almagro,-26.3667,-70.05,70.61,30,19,6.71,CL,few clouds,2021-06-06 15:46:56
214,Kayerkan,69.3497,87.7602,29.98,96,100,4.23,RU,overcast clouds,2021-06-06 15:46:56
215,Severo-Kurilsk,50.6789,156.125,40.44,96,91,12.26,RU,overcast clouds,2021-06-06 15:46:56
216,Salalah,17.0151,54.0924,86.09,84,40,10.36,OM,scattered clouds,2021-06-06 15:46:57
217,Beipiao,41.7919,120.7792,66.31,50,49,3.24,CN,scattered clouds,2021-06-06 15:46:57
218,Coahuayana,18.7333,-103.6833,92.48,44,97,4.14,MX,overcast clouds,2021-06-06 15:46:57
219,Vardo,70.3705,31.1107,48.4,65,75,13.8,NO,broken clouds,2021-06-06 15:46:57
220,Dunedin,-45.8742,170.5036,44.8,86,0,1.99,NZ,clear sky,2021-06-06 15:46:58
221,Shache,38.4167,77.2406,85.53,16,54,7.67,CN,broken clouds,2021-06-06 15:46:58
222,Tukums,56.9669,23.1553,70.95,50,2,6.38,LV,clear sky,2021-06-06 15:46:58
223,Zyryanka,65.75,150.85,46.38,76,35,20.65,RU,scattered clouds,2021-06-06 15:46:58
224,Sorland,67.667,12.6934,68.07,81,42,9.6,NO,scattered clouds,2021-06-06 15:46:59
225,Porto Franco,-6.3383,-47.3992,92.62,34,36,6.91,BR,scattered clouds,2021-06-06 15:46:59
226,Sistranda,63.7256,8.834,57.16,88,100,4.41,NO,light rain,2021-06-06 15:46:59
227,Le Pradet,43.1066,6.0172,81.45,65,0,9.04,FR,clear sky,2021-06-06 15:46:59
228,Karasjok,69.4719,25.5112,51.91,34,5,8.57,NO,clear sky,2021-06-06 15:43:38
229,Olafsvik,64.8945,-23.7142,47.07,90,99,8.03,IS,overcast clouds,2021-06-06 15:44:13
230,Belaya Gora,68.5333,146.4167,36.75,96,100,8.25,RU,overcast clouds,2021-06-06 15:47:00
231,Borger,52.9233,6.7931,65.8,87,88,11.97,NL,overcast clouds,2021-06-06 15:47:00
232,Haifa,32.8156,34.9892,84.61,71,20,10.36,IL,few clouds,2021-06-06 15:47:00
